static,year,month,day,holiday,dense_1,dense_2,target
0,2020,10,24,0,-1.4955429460327143,-0.9970286306884762,-0.4985143153442381
0,2020,10,24,0,-1.1431880701880393,-0.7621253801253596,-0.3810626900626798
0,2020,10,24,0,-0.7712612979432869,-0.5141741986288579,-0.25708709931442897
0,2020,10,24,0,-0.38613018372333135,-0.2574201224822209,-0.12871006124111045
0,2020,10,25,0,0.005611653744925656,0.0037411024966171043,0.0018705512483085521
0,2020,10,25,0,0.3972574171650099,0.2648382781100066,0.1324191390550033
0,2020,10,25,0,0.7821019540715626,0.521401302714375,0.2607006513571875
0,2020,10,25,0,1.153556552070802,0.7690377013805347,0.38451885069026737
0,2020,10,25,0,1.5052617405743263,1.0035078270495508,0.5017539135247754
0,2020,10,25,0,1.8311961678096058,1.2207974452064039,0.6103987226032019
0,2020,10,25,0,2.125779689083547,1.4171864593890315,0.7085932296945158
0,2020,10,25,0,2.3839689013814596,1.589312600920973,0.7946563004604865
0,2020,10,25,0,2.6013434887059255,1.734228992470617,0.8671144962353085
0,2020,10,25,0,2.7741818998843315,1.8494545999228877,0.9247272999614439
0,2020,10,25,0,2.899525063206822,1.933016708804548,0.966508354402274
0,2020,10,25,0,2.975227047071258,1.9834846980475052,0.9917423490237526
0,2020,10,25,0,2.999991799302048,1.9999945328680322,0.9999972664340161
0,2020,10,25,0,2.9733953361491237,1.9822635574327492,0.9911317787163746
0,2020,10,25,0,2.895893001081343,1.9305953340542286,0.9652976670271143
0,2020,10,25,0,2.7688116691005242,1.8458744460670162,0.9229372230335081
0,2020,10,25,0,2.594327030041766,1.7295513533611773,0.8647756766805886
0,2020,10,25,0,2.3754263397802107,1.5836175598534739,0.7918087799267369
0,2020,10,25,0,2.115857277060442,1.4105715180402945,0.7052857590201472
0,2020,10,25,0,1.8200637815426943,1.2133758543617963,0.6066879271808981
0,2020,10,25,0,1.4931099715475333,0.9954066476983555,0.49770332384917776
0,2020,10,25,0,1.1405934440615884,0.7603956293743922,0.3801978146871961
0,2020,10,25,0,0.7685494413474344,0.5123662942316229,0.25618314711581147
0,2020,10,25,0,0.38334752486856694,0.2555650165790446,0.1277825082895223
0,2020,10,26,0,-0.008417474481455283,-0.005611649654303523,-0.0028058248271517613
0,2020,10,26,0,-0.40003836286426436,-0.2666922419095096,-0.1333461209547548
0,2020,10,26,0,-0.7848104136863838,-0.5232069424575893,-0.2616034712287946
0,2020,10,26,0,-1.1561461555485568,-0.7707641036990378,-0.3853820518495189
0,2020,10,26,0,-1.507688152733161,-1.0051254351554406,-0.5025627175777203
0,2020,10,26,0,-1.833417847376798,-1.2222785649178654,-0.6111392824589327
0,2020,10,26,0,-2.127758599900868,-1.4185057332672455,-0.7092528666336227
0,2020,10,26,0,-2.385671163601393,-1.590447442400929,-0.7952237212004645
0,2020,10,26,0,-2.602739958829966,-1.7351599725533104,-0.8675799862766552
0,2020,10,26,0,-2.775248669712851,-1.8501657798085671,-0.9250828899042836
0,2020,10,26,0,-2.9002438691582535,-1.933495912772169,-0.9667479563860845
0,2020,10,26,0,-2.9755855828628635,-1.9837237219085757,-0.9918618609542879
0,2020,10,26,0,-2.999983926639045,-1.9999892844260299,-0.9999946422130149
0,2020,10,26,0,-2.97302118981506,-1.982014126543373,-0.9910070632716865
0,2020,10,26,0,-2.895158986630544,-1.9301059910870293,-0.9650529955435146
0,2020,10,26,0,-2.7677303531921105,-1.8451535687947402,-0.9225767843973701
0,2020,10,26,0,-2.5929169252927657,-1.7286112835285103,-0.8643056417642552
0,2020,10,26,0,-2.373711587821192,-1.5824743918807946,-0.7912371959403973
0,2020,10,26,0,-2.113867235219887,-1.4092448234799249,-0.7046224117399624
0,2020,10,26,0,-1.8178325202362697,-1.21188834682418,-0.60594417341209
0,2020,10,26,0,-1.4906756909771735,-0.9937837939847823,-0.49689189699239117
0,2020,10,26,0,-1.137997820210777,-0.7586652134738514,-0.3793326067369257
0,2020,10,26,0,-0.7658369124695321,-0.5105579416463547,-0.25527897082317735
0,2020,10,26,0,-0.38056453068382506,-0.25370968712255004,-0.12685484356127502
0,2020,10,27,0,0.011223287854871082,0.0074821919032473875,0.0037410959516236937
0,2020,10,27,0,0.40281895863338135,0.26854597242225425,0.13427298621112713
0,2020,10,27,0,0.7875181867950065,0.5250121245300043,0.26250606226500217
0,2020,10,27,0,1.158734747697347,0.7724898317982314,0.3862449158991157
0,2020,10,27,0,1.510113246054675,1.00674216403645,0.503371082018225
0,2020,10,27,0,1.835637923177405,1.2237586154516034,0.6118793077258017
0,2020,10,27,0,2.129735649479547,1.4198237663196982,0.7099118831598491
0,2020,10,27,0,2.387371338975874,1.5915808926505826,0.7957904463252913
0,2020,10,27,0,2.60413415222948,1.7360894348196534,0.8680447174098267
0,2020,10,27,0,2.776313011916325,1.8508753412775498,0.9254376706387749
0,2020,10,27,0,2.9009601381461576,1.9339734254307717,0.9669867127153858
0,2020,10,27,0,2.975941515786423,1.9839610105242822,0.9919805052621411
0,2020,10,27,0,2.9999734297657525,1.9999822865105017,0.9999911432552508
0,2020,10,27,0,2.97264444285613,1.9817629619040866,0.9908814809520433
0,2020,10,27,0,2.8944224396641767,1.9296149597761176,0.9648074798880588
0,2020,10,27,0,2.766646616235235,1.8444310774901567,0.9222155387450783
0,2020,10,27,0,2.591504552411855,1.7276697016079032,0.8638348508039516
0,2020,10,27,0,2.371994759478258,1.581329839652172,0.790664919826086
0,2020,10,27,0,2.1118753442920433,1.4079168961946955,0.7039584480973478
0,2020,10,27,0,1.8155996687963913,1.2103997791975942,0.6051998895987971
0,2020,10,27,0,1.4882401064509991,0.9921600709673327,0.49608003548366636
0,2020,10,27,0,1.135401200906103,0.7569341339374019,0.37846706696870097
0,2020,10,27,0,0.7631237136823387,0.5087491424548924,0.2543745712274462
0,2020,10,27,0,0.3777812036035192,0.25185413573567944,0.12592706786783972
0,2020,10,28,0,-0.01402909141081712,-0.009352727607211413,-0.0046763638036057065
0,2020,10,28,0,-0.40559920204006394,-0.2703994680267093,-0.13519973401335464
0,2020,10,28,0,-0.7902252710288287,-0.5268168473525524,-0.2634084236762762
0,2020,10,28,0,-1.1613223262528294,-0.774214884168553,-0.3871074420842765
0,2020,10,28,0,-1.5125370184175395,-1.0083580122783597,-0.5041790061391799
0,2020,10,28,0,-1.8378563932694378,-1.2252375955129586,-0.6126187977564793
0,2020,10,28,0,-2.1317108360901766,-1.4211405573934512,-0.7105702786967256
0,2020,10,28,0,-2.389069426017692,-1.5927129506784612,-0.7963564753392306
0,2020,10,28,0,-2.6055260676849112,-1.7370173784566074,-0.8685086892283037
0,2020,10,28,0,-2.777374925563728,-1.851583283709152,-0.925791641854576
0,2020,10,28,0,-2.901673869543985,-1.9344492463626568,-0.9672246231813284
0,2020,10,28,0,-2.9762948455305867,-1.9841965636870578,-0.9920982818435289
0,2020,10,28,0,-2.9999603086913535,-1.999973539127569,-0.9999867695637845
0,2020,10,28,0,-2.972265095601891,-1.9815100637345942,-0.9907550318672971
0,2020,10,28,0,-2.8936833608265267,-1.9291222405510178,-0.9645611202755089
0,2020,10,28,0,-2.765560459177888,-1.8437069727852586,-0.9218534863926293
0,2020,10,28,0,-2.5900899126344927,-1.726726608422995,-0.8633633042114975
0,2020,10,28,0,-2.3702758562531896,-1.580183904168793,-0.7900919520843965
0,2020,10,28,0,-2.1098816060192958,-1.406587737346197,-0.7032938686730985
0,2020,10,28,0,-1.813365229176227,-1.2089101527841513,-0.6044550763920756
0,2020,10,28,0,-1.4858032200995117,-0.9905354800663412,-0.4952677400331706
0,2020,10,28,0,-1.1328035884189365,-0.755202392279291,-0.3776011961396455
0,2020,10,28,0,-0.7604098473592069,-0.5069398982394713,-0.25346994911973564
0,2020,10,28,0,-0.3749975460623356,-0.24999836404155706,-0.12499918202077853
0,2020,10,29,0,0.01683488269492474,0.011223255129949828,0.005611627564974914
0,2020,10,29,0,0.4083790906523072,0.27225272710153814,0.13612636355076907
0,2020,10,29,0,0.7929316640198517,0.5286211093465678,0.2643105546732839
0,2020,10,29,0,1.1639088889515319,0.7759392593010213,0.38796962965051063
0,2020,10,29,0,1.5149594677015799,1.0099729784677198,0.5049864892338599
0,2020,10,29,0,1.8400732557123014,1.226715503808201,0.6133577519041005
0,2020,10,29,0,2.1336841580049795,1.4224561053366531,0.7112280526683266
0,2020,10,29,0,2.390765423241454,1.5938436154943025,0.7969218077471513
0,2020,10,29,0,2.606915703978693,1.737943802652462,0.868971901326231
0,2020,10,29,0,2.778434409726169,1.8522896064841126,0.9261448032420563
0,2020,10,29,0,2.902385062727406,1.934923375151604,0.967461687575802
0,2020,10,29,0,2.976645571786283,1.9844303811908555,0.9922151905954277
0,2020,10,29,0,2.9999445634273254,1.9999630422848835,0.9999815211424418
0,2020,10,29,0,2.9718831483841743,1.9812554322561162,0.9906277161280581
0,2020,10,29,0,2.8929417507641007,1.9286278338427338,0.9643139169213669
0,2020,10,29,0,2.764471882970176,1.8429812553134506,0.9214906276567253
0,2020,10,29,0,2.5886730071981288,1.7257820047987524,0.8628910023993762
0,2020,10,29,0,2.3685548796495826,1.5790365864330551,0.7895182932165276
0,2020,10,29,0,2.107886022145657,1.4052573480971047,0.7026286740485523
0,2020,10,29,0,1.811129203330333,1.2074194688868887,0.6037097344434443
0,2020,10,29,0,1.4833650340543667,0.9889100227029112,0.4944550113514556
0,2020,10,29,0,1.1302049850215168,0.7534699900143446,0.3767349950071723
0,2020,10,29,0,0.7576953158740476,0.5051302105826984,0.2525651052913492
0,2020,10,29,0,0.372213560495255,0.24814237366350334,0.12407118683175167
0,2020,10,30,0,-0.019640659252868002,-0.013093772835245335,-0.006546886417622667
0,2020,10,30,0,-0.41115862203843273,-0.2741057480256218,-0.1370528740128109
0,2020,10,30,0,-0.7956373634006815,-0.5304249089337877,-0.26521245446689384
0,2020,10,30,0,-1.1664944335308856,-0.777662955687257,-0.3888314778436285
0,2020,10,30,0,-1.5173805917877794,-1.011587061191853,-0.5057935305959265
0,2020,10,30,0,-1.8422885085668175,-1.228192339044545,-0.6140961695222725
0,2020,10,30,0,-2.1356556134978093,-1.4237704089985395,-0.7118852044992697
0,2020,10,30,0,-2.3924593291636036,-1.594972886109069,-0.7974864430545345
0,2020,10,30,0,-2.608303059895253,-1.7388687065968353,-0.8694343532984177
0,2020,10,30,0,-2.7794914634768624,-1.852994308984575,-0.9264971544922875
0,2020,10,30,0,-2.9030937170743094,-1.935395811382873,-0.9676979056914365
0,2020,10,30,0,-2.9769936942467186,-1.9846624628311458,-0.9923312314155729
0,2020,10,30,0,-2.9999261939874406,-1.9999507959916272,-0.9999753979958136
0,2020,10,30,0,-2.971498601537084,-1.9809990676913893,-0.9904995338456947
0,2020,10,30,0,-2.8921976101256144,-1.9281317400837428,-0.9640658700418714
0,2020,10,30,0,-2.763380888564322,-1.8422539257095478,-0.9211269628547739
0,2020,10,30,0,-2.5872538373421854,-1.724835891561457,-0.8624179457807285
0,2020,10,30,0,-2.366831831172847,-1.5778878874485647,-0.7889439437242823
0,2020,10,30,0,-2.1058885944167436,-1.4039257296111625,-0.7019628648055812
0,2020,10,30,0,-1.8088915932146543,-1.2059277288097696,-0.6029638644048848
0,2020,10,30,0,-1.4809255504483414,-0.9872837002988942,-0.4936418501494471
0,2020,10,30,0,-1.1276053929869505,-0.7517369286579669,-0.37586846432898346
0,2020,10,30,0,-0.7549801216013996,-0.5033200810675997,-0.25166004053379987
0,2020,10,30,0,-0.36942924933754495,-0.24628616622502997,-0.12314308311251498
0,2020,10,31,0,0.022446418630312517,0.014964279086875011,0.0074821395434375056
0,2020,10,31,0,0.4139377937670692,0.27595852917804614,0.13797926458902307
0,2020,10,31,0,0.7983423668045309,0.5322282445363539,0.26611412226817693
0,2020,10,31,0,1.1690789577292073,0.7793859718194716,0.3896929859097358
0,2020,10,31,0,1.5198003885582803,1.0132002590388536,0.5066001295194268
0,2020,10,31,0,1.8445021498952132,1.2296680999301421,0.6148340499650711
0,2020,10,31,0,2.137625200844151,1.4250834672294341,0.7125417336147171
0,2020,10,31,0,2.3941511423024116,1.5961007615349412,0.7980503807674706
0,2020,10,31,0,2.609688134221013,1.7397920894806753,0.8698960447403377
0,2020,10,31,0,2.7805460858911646,1.8536973905941097,0.9268486952970548
0,2020,10,31,0,2.9037998319648066,1.9358665546432046,0.9679332773216023
0,2020,10,31,0,2.977339212607373,1.9848928084049156,0.9924464042024578
0,2020,10,31,0,2.999905200387769,1.9999368002585127,0.9999684001292564
0,2020,10,31,0,2.9711114553969997,1.9807409702646663,0.9903704851323332
0,2020,10,31,0,2.8914509395619974,1.9276339597079983,0.9638169798539992
0,2020,10,31,0,2.762287476914663,1.8415249846097754,0.9207624923048877
0,2020,10,31,0,2.5858324043080705,1.7238882695387137,0.8619441347693568
0,2020,10,31,0,2.3651067123302045,1.5767378082201362,0.7883689041100681
0,2020,10,31,0,2.103889324579789,1.4025928830531926,0.7012964415265963
0,2020,10,31,0,1.8066524007865215,1.204434933857681,0.6022174669288405
0,2020,10,31,0,1.4784847714153533,0.9856565142769022,0.4928282571384511
0,2020,10,31,0,1.1250048145892078,0.7500032097261385,0.37500160486306927
0,2020,10,31,0,0.7522642669163455,0.5015095112775637,0.25075475563878186
0,2020,10,31,0,0.36664461502475776,0.24442974334983852,0.12221487167491926
0,2020,11,1,0,-0.02525215837295492,-0.016834772248636613,-0.008417386124318306
0,2020,11,1,0,-0.41671660340716,-0.27781106893810664,-0.13890553446905332
0,2020,11,1,0,-0.8010466718652209,-0.534031114576814,-0.267015557288407
0,2020,11,1,0,-1.1716624592857072,-0.7811083061904714,-0.3905541530952357
0,2020,11,1,0,-1.5222188558963863,-1.0148125705975908,-0.5074062852987954
0,2020,11,1,0,-1.8467141777611245,-1.231142785174083,-0.6155713925870415
0,2020,11,1,0,-2.1395929183211266,-1.426395278880751,-0.7131976394403755
0,2020,11,1,0,-2.3958408611779793,-1.5972272407853194,-0.7986136203926597
0,2020,11,1,0,-2.611070925744392,-1.7407139504962612,-0.8703569752481306
0,2020,11,1,0,-2.7815982760465525,-1.8543988506977016,-0.9271994253488508
0,2020,11,1,0,-2.9045034067812296,-1.9363356045208198,-0.9681678022604099
0,2020,11,1,0,-2.977682126566009,-1.9851214177106726,-0.9925607088553363
0,2020,11,1,0,-2.9998815826466734,-1.9999210550977822,-0.9999605275488911
0,2020,11,1,0,-2.970721710302572,-1.9804811402017146,-0.9902405701008573
0,2020,11,1,0,-2.8907017397263943,-1.9271344931509296,-0.9635672465754648
0,2020,11,1,0,-2.7611916489776527,-1.8407944326517685,-0.9203972163258842
0,2020,11,1,0,-2.5844087093391694,-1.7229391395594462,-0.8614695697797231
0,2020,11,1,0,-2.363379524630688,-1.5755863497537919,-0.7877931748768959
0,2020,11,1,0,-2.101888214383636,-1.4012588095890908,-0.7006294047945454
0,2020,11,1,0,-1.8044116280046487,-1.2029410853364324,-0.6014705426682162
0,2020,11,1,0,-1.4760426990904532,-0.984028466060302,-0.492014233030151
0,2020,11,1,0,-1.1224032521031229,-0.7482688347354153,-0.37413441736770764
0,2020,11,1,0,-0.7495477541945562,-0.4996985027963708,-0.2498492513981854
0,2020,11,1,0,-0.3638596599927286,-0.24257310666181908,-0.12128655333090954
0,2020,11,2,0,0.02805787602647704,0.018705250684318026,0.009352625342159013
0,2020,11,2,0,0.41949504852796493,0.27966336568531,0.139831682842655
0,2020,11,2,0,0.8037502762171942,0.5358335174781295,0.26791675873906473
0,2020,11,2,0,1.174244935940489,0.7828299572936592,0.3914149786468296
0,2020,11,2,0,1.5246359916865637,1.0164239944577091,0.5082119972288546
0,2020,11,2,0,1.8489245902295992,1.2326163934863994,0.6163081967431997
0,2020,11,2,0,2.141558764207499,1.4277058428049991,0.7138529214024996
0,2020,11,2,0,2.397528484312232,1.5983523228748213,0.7991761614374107
0,2020,11,2,0,2.6124514332558038,1.7416342888372025,0.8708171444186013
0,2020,11,2,0,2.7826480330226318,1.8550986886817546,0.9275493443408773
0,2020,11,2,0,2.9052044409081352,1.9368029606054233,0.9684014803027117
0,2020,11,2,0,2.9780224358226635,1.9853482905484423,0.9926741452742212
0,2020,11,2,0,2.9998553407848134,1.999903560523209,0.9999517802616045
0,2020,11,2,0,2.970329366594731,1.9802195777298206,0.9901097888649103
0,2020,11,2,0,2.8899500112741583,1.926633340849439,0.9633166704247195
0,2020,11,2,0,2.760093405711857,1.8400622704745713,0.9200311352372856
0,2020,11,2,0,2.5829827536808474,1.7219885024538983,0.8609942512269492
0,2020,11,2,0,2.3616502695851334,1.5744335130567555,0.7872167565283777
0,2020,11,2,0,2.099885265578748,1.3999235103858318,0.6999617551929159
0,2020,11,2,0,1.8021692768291322,1.2014461845527549,0.6007230922763774
0,2020,11,2,0,1.4735993356098225,0.982399557073215,0.4911997785366075
0,2020,11,2,0,1.1198007078043803,0.7465338052029202,0.3732669026014601
0,2020,11,2,0,0.7468305858122881,0.49788705720819204,0.24894352860409602
0,2020,11,2,0,0.36107438667757297,0.24071625778504865,0.12035812889252433
0,2020,11,3,0,-0.030863569136612014,-0.02057571275774134,-0.01028785637887067
0,2020,11,3,0,-0.4222731266990736,-0.2815154177993824,-0.1407577088996912
0,2020,11,3,0,-0.8064531774954653,-0.5376354516636436,-0.2688177258318218
0,2020,11,3,0,-1.176826385434553,-0.7845509236230354,-0.3922754618115177
0,2020,11,3,0,-1.5270517938144526,-1.018034529209635,-0.5090172646048176
0,2020,11,3,0,-1.8511333853670888,-1.2340889235780592,-0.6170444617890296
0,2020,11,3,0,-2.1435227367836376,-1.4290151578557584,-0.7145075789278792
0,2020,11,3,0,-2.399214010228956,-1.599476006819304,-0.799738003409652
0,2020,11,3,0,-2.6138296555476677,-1.742553103698445,-0.8712765518492225
0,2020,11,3,0,-2.7836953559011337,-1.8557969039340891,-0.9278984519670446
0,2020,11,3,0,-2.905902933732291,-1.9372686224881939,-0.9686343112440969
0,2020,11,3,0,-2.9783601400796584,-1.9855734267197722,-0.9927867133598861
0,2020,11,3,0,-2.9998264748251438,-1.999884316550096,-0.999942158275048
0,2020,11,3,0,-2.9699344246166755,-1.9799562830777835,-0.9899781415388917
0,2020,11,3,0,-2.8891957548628655,-1.9261305032419105,-0.9630652516209552
0,2020,11,3,0,-2.75899274807795,-1.8393284987186331,-0.9196642493593166
0,2020,11,3,0,-2.581554538580442,-1.7210363590536282,-0.8605181795268141
0,2020,11,3,0,-2.3599189487062113,-1.5732792991374742,-0.7866396495687371
0,2020,11,3,0,-2.097880479917163,-1.398586986611442,-0.699293493305721
0,2020,11,3,0,-1.7999253492214422,-1.1999502328142948,-0.5999751164071474
0,2020,11,3,0,-1.4711546831107825,-0.9807697887405216,-0.4903848943702608
0,2020,11,3,0,-1.1171971839695631,-0.7447981226463755,-0.37239906132318773
0,2020,11,3,0,-0.7441127641463301,-0.4960751760975534,-0.2480375880487767
0,2020,11,3,0,-0.3582887975156744,-0.2388591983437829,-0.11942959917189146
0,2020,11,4,0,0.03366923524909313,0.02244615683272875,0.011223078416364374
0,2020,11,4,0,0.4250508354903542,0.28336722366023614,0.14168361183011807
0,2020,11,4,0,0.8091553733357353,0.5394369155571569,0.26971845777857845
0,2020,11,4,0,1.1794068055098088,0.7862712036732058,0.3931356018366029
0,2020,11,4,0,1.5294662601668239,1.0196441734445492,0.5098220867222746
0,2020,11,4,0,1.8533405612414946,1.2355603741609964,0.6177801870804982
0,2020,11,4,0,2.1454848343316058,1.4303232228877372,0.7151616114438686
0,2020,11,4,0,2.4008974374537257,1.6005982916358172,0.8002991458179086
0,2020,11,4,0,2.6152055914143784,1.7434703942762524,0.8717351971381262
0,2020,11,4,0,2.784740243765932,1.8564934958439547,0.9282467479219774
0,2020,11,4,0,2.9065988846427073,1.9377325897618047,0.9688662948809024
0,2020,11,4,0,2.978695239041584,1.9857968260277226,0.9928984130138613
0,2020,11,4,0,2.9997949847929157,1.9998633231952772,0.9999316615976386
0,2020,11,4,0,2.969536884713873,1.9796912564759153,0.9898456282379576
0,2020,11,4,0,2.8884389711522847,1.92562598076819,0.962812990384095
0,2020,11,4,0,2.7578896770387353,1.8385931180258235,0.9192965590129117
0,2020,11,4,0,2.580124065287288,1.7200827101915255,0.8600413550957627
0,2020,11,4,0,2.3581855635083544,1.5721237090055695,0.7860618545027848
0,2020,11,4,0,2.095873859152566,1.397249239435044,0.698624619717522
0,2020,11,4,0,1.7976798471444595,1.1984532314296397,0.5992266157148198
0,2020,11,4,0,1.4687087437317434,0.979139162487829,0.4895695812439145
0,2020,11,4,0,1.114592682876042,0.743061788584028,0.371530894292014
0,2020,11,4,0,0.7413942915741148,0.4942628610494099,0.24713143052470496
0,2020,11,4,0,0.35550289494373477,0.23700192996248987,0.11850096498124493
0,2020,11,5,0,-0.0364748719097199,-0.0243165812731466,-0.0121582906365733
0,2020,11,5,0,-0.4278281724720719,-0.2852187816480479,-0.14260939082402396
0,2020,11,5,0,-0.8118568613742407,-0.5412379075828272,-0.2706189537914136
0,2020,11,5,0,-1.181986193909026,-0.7879907959393506,-0.3939953979696753
0,2020,11,5,0,-1.5318793886316793,-1.021252925754453,-0.5106264628772265
0,2020,11,5,0,-1.855546115922091,-1.2370307439480606,-0.6185153719740303
0,2020,11,5,0,-2.147445055135045,-1.4316300367566965,-0.7158150183783483
0,2020,11,5,0,-2.4025787645140038,-1.6017191763426692,-0.8008595881713346
0,2020,11,5,0,-2.61657923965237,-1.7443861597682468,-0.8721930798841234
0,2020,11,5,0,-2.785782695703005,-1.8571884638020035,-0.9285942319010018
0,2020,11,5,0,-2.9072922930305967,-1.9381948620203977,-0.9690974310101989
0,2020,11,5,0,-2.9790277324153207,-1.9860184882768805,-0.9930092441384403
0,2020,11,5,0,-2.9997608707156735,-1.9998405804771158,-0.9999202902385579
0,2020,11,5,0,-2.9691367472340744,-1.9794244981560496,-0.9897122490780248
0,2020,11,5,0,-2.887679660804417,-1.9251197738696113,-0.9625598869348057
0,2020,11,5,0,-2.7567841935590987,-1.837856129039399,-0.9189280645196996
0,2020,11,5,0,-2.5786913350526586,-1.7191275567017723,-0.8595637783508862
0,2020,11,5,0,-2.3564501155078523,-1.5709667436719015,-0.7854833718359507
0,2020,11,5,0,-2.0938654050402463,-1.3959102700268309,-0.6979551350134154
0,2020,11,5,0,-1.7954327725623846,-1.1969551817082564,-0.5984775908541282
0,2020,11,5,0,-1.466261519612289,-0.977507679741526,-0.488753839870763
0,2020,11,5,0,-1.1119872068021215,-0.7413248045347477,-0.37066240226737385
0,2020,11,5,0,-0.7386751704735616,-0.49245011364904107,-0.24622505682452053
0,2020,11,5,0,-0.3527166813986564,-0.23514445426577094,-0.11757222713288547
0,2020,11,6,0,0.03928047666424303,0.026186984442828687,0.013093492221414343
0,2020,11,6,0,0.43060513521473276,0.28707009014315515,0.14353504507157758
0,2020,11,6,0,0.8145576392479188,0.5430384261652792,0.2715192130826396
0,2020,11,6,0,1.1845645483759462,0.7897096989172975,0.39485484945864874
0,2020,11,6,0,1.5342911770981198,1.0228607847320799,0.5114303923660399
0,2020,11,6,0,1.8577500474795716,1.2385000316530477,0.6192500158265238
0,2020,11,6,0,2.149403397479298,1.432935598319532,0.716467799159766
0,2020,11,6,0,2.40425798993905,1.602838659959367,0.8014193299796835
0,2020,11,6,0,2.6179505990600345,1.7453003993733562,0.8726501996866781
0,2020,11,6,0,2.786822710800493,1.8578818072003287,0.9289409036001643
0,2020,11,6,0,2.9079831582894164,1.938655438859611,0.9693277194298054
0,2020,11,6,0,2.9793576199100182,1.9862384132733455,0.9931192066366727
0,2020,11,6,0,2.9997241326232595,1.9998160884155063,0.9999080442077531
0,2020,11,6,0,2.9687340125272903,1.979156008351527,0.9895780041757635
0,2020,11,6,0,2.886917824483451,1.9246118829889671,0.9623059414944836
0,2020,11,6,0,2.7556762986060686,1.8371175324040456,0.9185587662020228
0,2020,11,6,0,2.577256349129843,1.7181708994198954,0.8590854497099477
0,2020,11,6,0,2.3547126062227473,1.569808404148498,0.784904202074249
0,2020,11,6,0,2.0918551193370516,1.3945700795580345,0.6972850397790172
0,2020,11,6,0,1.793184127440861,1.195456084960574,0.597728042480287
0,2020,11,6,0,1.4638130128931262,0.9758753419287507,0.48793767096437535
0,2020,11,6,0,1.10938075802688,0.73958717201792,0.36979358600896
0,2020,11,6,0,0.735955403223219,0.49063693548214593,0.24531846774107297
