datetime,value,month,day,dayofweek,daysinmonth,hour,minute,holiday
2005-06-08 00:35:00,2072852739,6,8,2,30,0,35,0
2005-06-08 00:40:00,2146743453,6,8,2,30,0,40,0
2005-06-08 00:45:00,1898012332,6,8,2,30,0,45,0
2005-06-08 00:50:00,1805834137,6,8,2,30,0,50,0
2005-06-08 00:55:00,1846509090,6,8,2,30,0,55,0
2005-06-08 01:00:00,1819926546,6,8,2,30,1,0,0
2005-06-08 01:05:00,1734400487,6,8,2,30,1,5,0
2005-06-08 01:10:00,1785433036,6,8,2,30,1,10,0
2005-06-08 01:15:00,1733610241,6,8,2,30,1,15,0
2005-06-08 01:20:00,1694384060,6,8,2,30,1,20,0
2005-06-08 01:25:00,1701288588,6,8,2,30,1,25,0
2005-06-08 01:30:00,1722159905,6,8,2,30,1,30,0
2005-06-08 01:35:00,1706410228,6,8,2,30,1,35,0
2005-06-08 01:40:00,2015585016,6,8,2,30,1,40,0
2005-06-08 01:45:00,1795574327,6,8,2,30,1,45,0
2005-06-08 01:50:00,1780259206,6,8,2,30,1,50,0
2005-06-08 01:55:00,1671931744,6,8,2,30,1,55,0
2005-06-08 02:00:00,1679005182,6,8,2,30,2,0,0
2005-06-08 02:05:00,1668891063,6,8,2,30,2,5,0
2005-06-08 02:10:00,1728025343,6,8,2,30,2,10,0
2005-06-08 02:15:00,1723179180,6,8,2,30,2,15,0
2005-06-08 02:20:00,1637898222,6,8,2,30,2,20,0
2005-06-08 02:25:00,1595363849,6,8,2,30,2,25,0
2005-06-08 02:30:00,1617476695,6,8,2,30,2,30,0
2005-06-08 02:35:00,1629195853,6,8,2,30,2,35,0
2005-06-08 02:40:00,1845312155,6,8,2,30,2,40,0
2005-06-08 02:45:00,1649332044,6,8,2,30,2,45,0
2005-06-08 02:50:00,1547267504,6,8,2,30,2,50,0
2005-06-08 02:55:00,1499411740,6,8,2,30,2,55,0
2005-06-08 03:00:00,1459317981,6,8,2,30,3,0,0
2005-06-08 03:05:00,1447949146,6,8,2,30,3,5,0
2005-06-08 03:10:00,1599031982,6,8,2,30,3,10,0
2005-06-08 03:15:00,1555389960,6,8,2,30,3,15,0
2005-06-08 03:20:00,1726665812,6,8,2,30,3,20,0
2005-06-08 03:25:00,1560596693,6,8,2,30,3,25,0
2005-06-08 03:30:00,1487551813,6,8,2,30,3,30,0
2005-06-08 03:35:00,1506835860,6,8,2,30,3,35,0
2005-06-08 03:40:00,1814598605,6,8,2,30,3,40,0
2005-06-08 03:45:00,1675097503,6,8,2,30,3,45,0
2005-06-08 03:50:00,1649725627,6,8,2,30,3,50,0
2005-06-08 03:55:00,1605411867,6,8,2,30,3,55,0
2005-06-08 04:00:00,1631462039,6,8,2,30,4,0,0
2005-06-08 04:05:00,1794111915,6,8,2,30,4,5,0
2005-06-08 04:10:00,2064644330,6,8,2,30,4,10,0
2005-06-08 04:15:00,1805560623,6,8,2,30,4,15,0
2005-06-08 04:20:00,1639043272,6,8,2,30,4,20,0
2005-06-08 04:25:00,1675169871,6,8,2,30,4,25,0
2005-06-08 04:30:00,1786003377,6,8,2,30,4,30,0
2005-06-08 04:35:00,2313753829,6,8,2,30,4,35,0
2005-06-08 04:40:00,2733271598,6,8,2,30,4,40,0
2005-06-08 04:45:00,1999096513,6,8,2,30,4,45,0
2005-06-08 04:50:00,1911255872,6,8,2,30,4,50,0
2005-06-08 04:55:00,1850724767,6,8,2,30,4,55,0
2005-06-08 05:00:00,1844343109,6,8,2,30,5,0,0
2005-06-08 05:05:00,1891900880,6,8,2,30,5,5,0
2005-06-08 05:10:00,2071743151,6,8,2,30,5,10,0
2005-06-08 05:15:00,1917291872,6,8,2,30,5,15,0
2005-06-08 05:20:00,1920241635,6,8,2,30,5,20,0
2005-06-08 05:25:00,2028928664,6,8,2,30,5,25,0
2005-06-08 05:30:00,2192637441,6,8,2,30,5,30,0
2005-06-08 05:35:00,2553091807,6,8,2,30,5,35,0
2005-06-08 05:40:00,2554968485,6,8,2,30,5,40,0
2005-06-08 05:45:00,2391627246,6,8,2,30,5,45,0
2005-06-08 05:50:00,2455430601,6,8,2,30,5,50,0
2005-06-08 05:55:00,2468010209,6,8,2,30,5,55,0
2005-06-08 06:00:00,2650808208,6,8,2,30,6,0,0
2005-06-08 06:05:00,2781247406,6,8,2,30,6,5,0
2005-06-08 06:10:00,2848338243,6,8,2,30,6,10,0
2005-06-08 06:15:00,2931929285,6,8,2,30,6,15,0
2005-06-08 06:20:00,2971844719,6,8,2,30,6,20,0
2005-06-08 06:25:00,3189909175,6,8,2,30,6,25,0
2005-06-08 06:30:00,3452214549,6,8,2,30,6,30,0
2005-06-08 06:35:00,4205761408,6,8,2,30,6,35,0
2005-06-08 06:40:00,4264799773,6,8,2,30,6,40,0
2005-06-08 06:45:00,4151264837,6,8,2,30,6,45,0
2005-06-08 06:50:00,4393686561,6,8,2,30,6,50,0
2005-06-08 06:55:00,4538893522,6,8,2,30,6,55,0
2005-06-08 07:00:00,5190675656,6,8,2,30,7,0,0
2005-06-08 07:05:00,5126512975,6,8,2,30,7,5,0
2005-06-08 07:10:00,5256135289,6,8,2,30,7,10,0
2005-06-08 07:15:00,5824779869,6,8,2,30,7,15,0
2005-06-08 07:20:00,5994016503,6,8,2,30,7,20,0
2005-06-08 07:25:00,5965360317,6,8,2,30,7,25,0
2005-06-08 07:30:00,5983511218,6,8,2,30,7,30,0
2005-06-08 07:35:00,6134091420,6,8,2,30,7,35,0
2005-06-08 07:40:00,6362714553,6,8,2,30,7,40,0
2005-06-08 07:45:00,6150369804,6,8,2,30,7,45,0
2005-06-08 07:50:00,6082786407,6,8,2,30,7,50,0
2005-06-08 07:55:00,5991742496,6,8,2,30,7,55,0
2005-06-08 08:00:00,6275467515,6,8,2,30,8,0,0
2005-06-08 08:05:00,6171775001,6,8,2,30,8,5,0
2005-06-08 08:10:00,6526366537,6,8,2,30,8,10,0
2005-06-08 08:15:00,6607149977,6,8,2,30,8,15,0
2005-06-08 08:20:00,6613251438,6,8,2,30,8,20,0
2005-06-08 08:25:00,6569377983,6,8,2,30,8,25,0
2005-06-08 08:30:00,6742079953,6,8,2,30,8,30,0
2005-06-08 08:35:00,6753617676,6,8,2,30,8,35,0
2005-06-08 08:40:00,6857491362,6,8,2,30,8,40,0
2005-06-08 08:45:00,7074260798,6,8,2,30,8,45,0
2005-06-08 08:50:00,7111874181,6,8,2,30,8,50,0
2005-06-08 08:55:00,7243067552,6,8,2,30,8,55,0
2005-06-08 09:00:00,7318159907,6,8,2,30,9,0,0
2005-06-08 09:05:00,7208833387,6,8,2,30,9,5,0
2005-06-08 09:10:00,7495291518,6,8,2,30,9,10,0
2005-06-08 09:15:00,7547757614,6,8,2,30,9,15,0
2005-06-08 09:20:00,7970479854,6,8,2,30,9,20,0
2005-06-08 09:25:00,7787826609,6,8,2,30,9,25,0
2005-06-08 09:30:00,7685712107,6,8,2,30,9,30,0
2005-06-08 09:35:00,7690375153,6,8,2,30,9,35,0
2005-06-08 09:40:00,8188490789,6,8,2,30,9,40,0
2005-06-08 09:45:00,7934295948,6,8,2,30,9,45,0
2005-06-08 09:50:00,7870868471,6,8,2,30,9,50,0
2005-06-08 09:55:00,8146204160,6,8,2,30,9,55,0
2005-06-08 10:00:00,8180532426,6,8,2,30,10,0,0
2005-06-08 10:05:00,8372604274,6,8,2,30,10,5,0
2005-06-08 10:10:00,8466407495,6,8,2,30,10,10,0
2005-06-08 10:15:00,8437633882,6,8,2,30,10,15,0
2005-06-08 10:20:00,8367609771,6,8,2,30,10,20,0
2005-06-08 10:25:00,8203291962,6,8,2,30,10,25,0
2005-06-08 10:30:00,8024370575,6,8,2,30,10,30,0
2005-06-08 10:35:00,7777108659,6,8,2,30,10,35,0
2005-06-08 10:40:00,7754400462,6,8,2,30,10,40,0
2005-06-08 10:45:00,7609499824,6,8,2,30,10,45,0
2005-06-08 10:50:00,7832003980,6,8,2,30,10,50,0
2005-06-08 10:55:00,7855501869,6,8,2,30,10,55,0
2005-06-08 11:00:00,7845745786,6,8,2,30,11,0,0
2005-06-08 11:05:00,7670633728,6,8,2,30,11,5,0
2005-06-08 11:10:00,7556111152,6,8,2,30,11,10,0
2005-06-08 11:15:00,7418082652,6,8,2,30,11,15,0
2005-06-08 11:20:00,7529169350,6,8,2,30,11,20,0
2005-06-08 11:25:00,7896096694,6,8,2,30,11,25,0
2005-06-08 11:30:00,7493063224,6,8,2,30,11,30,0
2005-06-08 11:35:00,7449015187,6,8,2,30,11,35,0
2005-06-08 11:40:00,7383112398,6,8,2,30,11,40,0
2005-06-08 11:45:00,7639506802,6,8,2,30,11,45,0
2005-06-08 11:50:00,7449686171,6,8,2,30,11,50,0
2005-06-08 11:55:00,7602704562,6,8,2,30,11,55,0
2005-06-08 12:00:00,7790183518,6,8,2,30,12,0,0
2005-06-08 12:05:00,7684660405,6,8,2,30,12,5,0
2005-06-08 12:10:00,7600043660,6,8,2,30,12,10,0
2005-06-08 12:15:00,7575510870,6,8,2,30,12,15,0
2005-06-08 12:20:00,7500447045,6,8,2,30,12,20,0
2005-06-08 12:25:00,7623791363,6,8,2,30,12,25,0
2005-06-08 12:30:00,7587174475,6,8,2,30,12,30,0
2005-06-08 12:35:00,7207576949,6,8,2,30,12,35,0
2005-06-08 12:40:00,7691529617,6,8,2,30,12,40,0
2005-06-08 12:45:00,7572858911,6,8,2,30,12,45,0
2005-06-08 12:50:00,7817424702,6,8,2,30,12,50,0
2005-06-08 12:55:00,7639932858,6,8,2,30,12,55,0
2005-06-08 13:00:00,7404997195,6,8,2,30,13,0,0
2005-06-08 13:05:00,7579326777,6,8,2,30,13,5,0
2005-06-08 13:10:00,7636943486,6,8,2,30,13,10,0
2005-06-08 13:15:00,7683013173,6,8,2,30,13,15,0
2005-06-08 13:20:00,7662021559,6,8,2,30,13,20,0
2005-06-08 13:25:00,7877819255,6,8,2,30,13,25,0
2005-06-08 13:30:00,7572278263,6,8,2,30,13,30,0
2005-06-08 13:35:00,7747598426,6,8,2,30,13,35,0
2005-06-08 13:40:00,7788986639,6,8,2,30,13,40,0
2005-06-08 13:45:00,7690840293,6,8,2,30,13,45,0
2005-06-08 13:50:00,7549023428,6,8,2,30,13,50,0
2005-06-08 13:55:00,7520812984,6,8,2,30,13,55,0
2005-06-08 14:00:00,7749529516,6,8,2,30,14,0,0
2005-06-08 14:05:00,7671190377,6,8,2,30,14,5,0
2005-06-08 14:10:00,8125526554,6,8,2,30,14,10,0
2005-06-08 14:15:00,8285170772,6,8,2,30,14,15,0
2005-06-08 14:20:00,7666445199,6,8,2,30,14,20,0
2005-06-08 14:25:00,7484127610,6,8,2,30,14,25,0
2005-06-08 14:30:00,7300435170,6,8,2,30,14,30,0
2005-06-08 14:35:00,7357803235,6,8,2,30,14,35,0
2005-06-08 14:40:00,7357498560,6,8,2,30,14,40,0
2005-06-08 14:45:00,7203877884,6,8,2,30,14,45,0
2005-06-08 14:50:00,7629384537,6,8,2,30,14,50,0
2005-06-08 14:55:00,7128477846,6,8,2,30,14,55,0
2005-06-08 15:00:00,7200871550,6,8,2,30,15,0,0
2005-06-08 15:05:00,7176632112,6,8,2,30,15,5,0
2005-06-08 15:10:00,7069828630,6,8,2,30,15,10,0
2005-06-08 15:15:00,6939455449,6,8,2,30,15,15,0
2005-06-08 15:20:00,6722450182,6,8,2,30,15,20,0
2005-06-08 15:25:00,6559682171,6,8,2,30,15,25,0
2005-06-08 15:30:00,6394253104,6,8,2,30,15,30,0
2005-06-08 15:35:00,6390636537,6,8,2,30,15,35,0
2005-06-08 15:40:00,6324194334,6,8,2,30,15,40,0
2005-06-08 15:45:00,6209441159,6,8,2,30,15,45,0
2005-06-08 15:50:00,6165689489,6,8,2,30,15,50,0
2005-06-08 15:55:00,6232807345,6,8,2,30,15,55,0
2005-06-08 16:00:00,6228571345,6,8,2,30,16,0,0
2005-06-08 16:05:00,5908982224,6,8,2,30,16,5,0
2005-06-08 16:10:00,5604577808,6,8,2,30,16,10,0
2005-06-08 16:15:00,5527512983,6,8,2,30,16,15,0
2005-06-08 16:20:00,5370258769,6,8,2,30,16,20,0
2005-06-08 16:25:00,5360599676,6,8,2,30,16,25,0
2005-06-08 16:30:00,4964354033,6,8,2,30,16,30,0
2005-06-08 16:35:00,4942059195,6,8,2,30,16,35,0
2005-06-08 16:40:00,4703084989,6,8,2,30,16,40,0
2005-06-08 16:45:00,4681041519,6,8,2,30,16,45,0
2005-06-08 16:50:00,4754158520,6,8,2,30,16,50,0
2005-06-08 16:55:00,4444403403,6,8,2,30,16,55,0
2005-06-08 17:00:00,4718370181,6,8,2,30,17,0,0
2005-06-08 17:05:00,5591422795,6,8,2,30,17,5,0
2005-06-08 17:10:00,4922184189,6,8,2,30,17,10,0
2005-06-08 17:15:00,4917079925,6,8,2,30,17,15,0
2005-06-08 17:20:00,4787678838,6,8,2,30,17,20,0
2005-06-08 17:25:00,4743487069,6,8,2,30,17,25,0
2005-06-08 17:30:00,4705083312,6,8,2,30,17,30,0
2005-06-08 17:35:00,4636802817,6,8,2,30,17,35,0
2005-06-08 17:40:00,4536986293,6,8,2,30,17,40,0
2005-06-08 17:45:00,4214285916,6,8,2,30,17,45,0
2005-06-08 17:50:00,4225415420,6,8,2,30,17,50,0
2005-06-08 17:55:00,4244448010,6,8,2,30,17,55,0
2005-06-08 18:00:00,4247183335,6,8,2,30,18,0,0
2005-06-08 18:05:00,4183373806,6,8,2,30,18,5,0
2005-06-08 18:10:00,4225952893,6,8,2,30,18,10,0
2005-06-08 18:15:00,4136457874,6,8,2,30,18,15,0
2005-06-08 18:20:00,4025435880,6,8,2,30,18,20,0
2005-06-08 18:25:00,4174980000,6,8,2,30,18,25,0
2005-06-08 18:30:00,4157140866,6,8,2,30,18,30,0
2005-06-08 18:35:00,4147069090,6,8,2,30,18,35,0
2005-06-08 18:40:00,4192792799,6,8,2,30,18,40,0
2005-06-08 18:45:00,4171368781,6,8,2,30,18,45,0
2005-06-08 18:50:00,4373040021,6,8,2,30,18,50,0
2005-06-08 18:55:00,4005724049,6,8,2,30,18,55,0
2005-06-08 19:00:00,4086620948,6,8,2,30,19,0,0
2005-06-08 19:05:00,3991067510,6,8,2,30,19,5,0
2005-06-08 19:10:00,3861483709,6,8,2,30,19,10,0
